Age,Sex,Country,Year,Population,,,,,,,
85+,Female,Norway,2023,75745,,,,,,,
85+,Female,Poland,1980,..,,,,,,,
85+,Female,Poland,1990,..,,,,,,,
85+,Female,Poland,1995,..,,,,,,,
85+,Female,Poland,2000,261893,,,,,,,
85+,Female,Poland,2001,249752,,,,,,,
85+,Female,Poland,2002,247591,,,,,,,
85+,Female,Poland,2003,239588,,,,,,,
85+,Female,Poland,2004,240519,,,,,,,
85+,Female,Poland,2005,252655,,,,,,,
85+,Female,Poland,2006,268822,,,,,,,
85+,Female,Poland,2007,290188,,,,,,,
85+,Female,Poland,2008,316120,,,,,,,
85+,Female,Poland,2009,342168,,,,,,,
85+,Female,Poland,2010,369892,,,,,,,
85+,Female,Poland,2011,397831,,,,,,,
85+,Female,Poland,2012,422033,,,,,,,
85+,Female,Poland,2013,445378,,,,,,,
85+,Female,Poland,2014,471287,,,,,,,
85+,Female,Poland,2015,498144,,,,,,,
85+,Female,Poland,2016,523842,,,,,,,
85+,Female,Poland,2017,545675,,,,,,,
85+,Female,Poland,2018,560749,,,,,,,
85+,Female,Poland,2019,573910,,,,,,,
85+,Female,Poland,2020,578142,,,,,,,
85+,Female,Poland,2021,573558,,,,,,,
85+,Female,Poland,2022,573627,,,,,,,
85+,Female,Poland,2023,580874,,,,,,,
85+,Female,Portugal,1980,..,,,,,,,
85+,Female,Portugal,1990,..,,,,,,,
85+,Female,Portugal,1995,..,,,,,,,
85+,Female,Portugal,2000,105472,,,,,,,
85+,Female,Portugal,2001,111453,,,,,,,
85+,Female,Portugal,2002,112612,,,,,,,
85+,Female,Portugal,2003,112033,,,,,,,
85+,Female,Portugal,2004,111898,,,,,,,
85+,Female,Portugal,2005,115169,,,,,,,
85+,Female,Portugal,2006,120706,,,,,,,
85+,Female,Portugal,2007,125889,,,,,,,
85+,Female,Portugal,2008,130866,,,,,,,
85+,Female,Portugal,2009,136648,,,,,,,
85+,Female,Portugal,2010,146544,,,,,,,
85+,Female,Portugal,2011,163223,,,,,,,
85+,Female,Portugal,2012,176233,,,,,,,
85+,Female,Portugal,2013,183512,,,,,,,
85+,Female,Portugal,2014,191779,,,,,,,
85+,Female,Portugal,2015,199269,,,,,,,
85+,Female,Portugal,2016,206093,,,,,,,
85+,Female,Portugal,2017,213524,,,,,,,
85+,Female,Portugal,2018,220514,,,,,,,
85+,Female,Portugal,2019,226679,,,,,,,
85+,Female,Portugal,2020,232252,,,,,,,
85+,Female,Portugal,2021,237129,,,,,,,
85+,Female,Portugal,2022,241124,,,,,,,
85+,Female,Portugal,2023,245569,,,,,,,
85+,Female,Republic of Moldova,1980,..,,,,,,,
85+,Female,Republic of Moldova,1990,..,,,,,,,
85+,Female,Republic of Moldova,1995,..,,,,,,,
85+,Female,Republic of Moldova,2000,..,,,,,,,
85+,Female,Republic of Moldova,2001,11011,,,,,,,
85+,Female,Republic of Moldova,2002,10771,,,,,,,
85+,Female,Republic of Moldova,2003,10939,,,,,,,
85+,Female,Republic of Moldova,2004,11562,,,,,,,
85+,Female,Republic of Moldova,2005,11536,,,,,,,
85+,Female,Republic of Moldova,2006,12558,,,,,,,
85+,Female,Republic of Moldova,2007,..,,,,,,,
85+,Female,Republic of Moldova,2008,..,,,,,,,
85+,Female,Republic of Moldova,2009,..,,,,,,,
85+,Female,Republic of Moldova,2010,..,,,,,,,
85+,Female,Republic of Moldova,2011,..,,,,,,,
85+,Female,Republic of Moldova,2012,..,,,,,,,
85+,Female,Republic of Moldova,2013,..,,,,,,,
85+,Female,Republic of Moldova,2014,16031,,,,,,,
85+,Female,Republic of Moldova,2015,16215,,,,,,,
85+,Female,Republic of Moldova,2016,16212,,,,,,,
85+,Female,Republic of Moldova,2017,16054,,,,,,,
85+,Female,Republic of Moldova,2018,15799,,,,,,,
85+,Female,Republic of Moldova,2019,15486,,,,,,,
85+,Female,Republic of Moldova,2020,15363,,,,,,,
85+,Female,Republic of Moldova,2021,15045,,,,,,,
85+,Female,Republic of Moldova,2022,..,,,,,,,
85+,Female,Republic of Moldova,2023,..,,,,,,,
85+,Female,Romania,1980,..,,,,,,,
85+,Female,Romania,1990,..,,,,,,,
85+,Female,Romania,1995,..,,,,,,,
85+,Female,Romania,2000,116342,,,,,,,
85+,Female,Romania,2001,115042,,,,,,,
85+,Female,Romania,2002,112764,,,,,,,
85+,Female,Romania,2003,110187,,,,,,,
85+,Female,Romania,2004,109447,,,,,,,
85+,Female,Romania,2005,119999,,,,,,,
85+,Female,Romania,2006,130693,,,,,,,
85+,Female,Romania,2007,141192,,,,,,,
85+,Female,Romania,2008,163008,,,,,,,
85+,Female,Romania,2009,174432,,,,,,,
85+,Female,Romania,2010,174498,,,,,,,
85+,Female,Romania,2011,175729,,,,,,,
85+,Female,Romania,2012,182625,,,,,,,
85+,Female,Romania,2013,195564,,,,,,,
85+,Female,Romania,2014,208429,,,,,,,
85+,Female,Romania,2015,220108,,,,,,,
85+,Female,Romania,2016,231330,,,,,,,
85+,Female,Romania,2017,241972,,,,,,,
85+,Female,Romania,2018,251819,,,,,,,
85+,Female,Romania,2019,261656,,,,,,,
85+,Female,Romania,2020,270157,,,,,,,
85+,Female,Romania,2021,260489,,,,,,,
85+,Female,Romania,2022,251579,,,,,,,
85+,Female,Romania,2023,262405,,,,,,,
85+,Female,Russian Federation,1980,..,,,,,,,
85+,Female,Russian Federation,1990,..,,,,,,,
85+,Female,Russian Federation,1995,..,,,,,,,
85+,Female,Russian Federation,2000,..,,,,,,,
85+,Female,Russian Federation,2001,..,,,,,,,
85+,Female,Russian Federation,2002,..,,,,,,,
85+,Female,Russian Federation,2003,..,,,,,,,
85+,Female,Russian Federation,2004,..,,,,,,,
85+,Female,Russian Federation,2005,..,,,,,,,
85+,Female,Russian Federation,2006,..,,,,,,,
85+,Female,Russian Federation,2007,..,,,,,,,
85+,Female,Russian Federation,2008,..,,,,,,,
85+,Female,Russian Federation,2009,..,,,,,,,
85+,Female,Russian Federation,2010,..,,,,,,,
85+,Female,Russian Federation,2011,..,,,,,,,
85+,Female,Russian Federation,2012,..,,,,,,,
85+,Female,Russian Federation,2013,..,,,,,,,
85+,Female,Russian Federation,2014,..,,,,,,,
85+,Female,Russian Federation,2015,..,,,,,,,
85+,Female,Russian Federation,2016,..,,,,,,,
85+,Female,Russian Federation,2017,..,,,,,,,
85+,Female,Russian Federation,2018,..,,,,,,,
85+,Female,Russian Federation,2019,..,,,,,,,
85+,Female,Russian Federation,2020,..,,,,,,,
85+,Female,Russian Federation,2021,..,,,,,,,
85+,Female,Russian Federation,2022,..,,,,,,,
85+,Female,Russian Federation,2023,..,,,,,,,
85+,Female,San Marino,1980,..,,,,,,,
85+,Female,San Marino,1990,..,,,,,,,
85+,Female,San Marino,1995,..,,,,,,,
85+,Female,San Marino,2000,..,,,,,,,
85+,Female,San Marino,2001,..,,,,,,,
85+,Female,San Marino,2002,..,,,,,,,
85+,Female,San Marino,2003,..,,,,,,,
85+,Female,San Marino,2004,..,,,,,,,
85+,Female,San Marino,2005,..,,,,,,,
85+,Female,San Marino,2006,..,,,,,,,
85+,Female,San Marino,2007,..,,,,,,,
85+,Female,San Marino,2008,..,,,,,,,
85+,Female,San Marino,2009,..,,,,,,,
85+,Female,San Marino,2010,..,,,,,,,
85+,Female,San Marino,2011,..,,,,,,,
85+,Female,San Marino,2012,..,,,,,,,
85+,Female,San Marino,2013,..,,,,,,,
85+,Female,San Marino,2014,..,,,,,,,
85+,Female,San Marino,2015,..,,,,,,,
85+,Female,San Marino,2016,..,,,,,,,
85+,Female,San Marino,2017,..,,,,,,,
85+,Female,San Marino,2018,..,,,,,,,
85+,Female,San Marino,2019,..,,,,,,,
85+,Female,San Marino,2020,..,,,,,,,
85+,Female,San Marino,2021,..,,,,,,,
85+,Female,San Marino,2022,..,,,,,,,
85+,Female,San Marino,2023,..,,,,,,,
85+,Female,Serbia,1980,..,,,,,,,
85+,Female,Serbia,1990,..,,,,,,,
85+,Female,Serbia,1995,..,,,,,,,
85+,Female,Serbia,2000,..,,,,,,,
85+,Female,Serbia,2001,..,,,,,,,
85+,Female,Serbia,2002,..,,,,,,,
85+,Female,Serbia,2003,..,,,,,,,
85+,Female,Serbia,2004,..,,,,,,,
85+,Female,Serbia,2005,..,,,,,,,
85+,Female,Serbia,2006,..,,,,,,,
85+,Female,Serbia,2007,..,,,,,,,
85+,Female,Serbia,2008,..,,,,,,,
85+,Female,Serbia,2009,..,,,,,,,
85+,Female,Serbia,2010,..,,,,,,,
85+,Female,Serbia,2011,..,,,,,,,
85+,Female,Serbia,2012,..,,,,,,,
85+,Female,Serbia,2013,..,,,,,,,
85+,Female,Serbia,2014,..,,,,,,,
85+,Female,Serbia,2015,..,,,,,,,
85+,Female,Serbia,2016,..,,,,,,,
85+,Female,Serbia,2017,..,,,,,,,
85+,Female,Serbia,2018,..,,,,,,,
85+,Female,Serbia,2019,..,,,,,,,
85+,Female,Serbia,2020,..,,,,,,,
85+,Female,Serbia,2021,..,,,,,,,
85+,Female,Serbia,2022,..,,,,,,,
85+,Female,Serbia,2023,..,,,,,,,
85+,Female,Slovakia,1980,..,,,,,,,
85+,Female,Slovakia,1990,..,,,,,,,
85+,Female,Slovakia,1995,..,,,,,,,
85+,Female,Slovakia,2000,33637,,,,,,,
85+,Female,Slovakia,2001,30718,,,,,,,
85+,Female,Slovakia,2002,28457,,,,,,,
85+,Female,Slovakia,2003,26302,,,,,,,
85+,Female,Slovakia,2004,26374,,,,,,,
85+,Female,Slovakia,2005,28415,,,,,,,
85+,Female,Slovakia,2006,31047,,,,,,,
85+,Female,Slovakia,2007,34372,,,,,,,
85+,Female,Slovakia,2008,37576,,,,,,,
85+,Female,Slovakia,2009,40251,,,,,,,
85+,Female,Slovakia,2010,42251,,,,,,,
85+,Female,Slovakia,2011,44099,,,,,,,
85+,Female,Slovakia,2012,45868,,,,,,,
85+,Female,Slovakia,2013,47776,,,,,,,
85+,Female,Slovakia,2014,50004,,,,,,,
85+,Female,Slovakia,2015,52113,,,,,,,
85+,Female,Slovakia,2016,54112,,,,,,,
85+,Female,Slovakia,2017,56059,,,,,,,
85+,Female,Slovakia,2018,57662,,,,,,,
85+,Female,Slovakia,2019,59096,,,,,,,
85+,Female,Slovakia,2020,60448,,,,,,,
85+,Female,Slovakia,2021,58722,,,,,,,
85+,Female,Slovakia,2022,56484,,,,,,,
85+,Female,Slovakia,2023,57583,,,,,,,
85+,Female,Slovenia,1980,..,,,,,,,
85+,Female,Slovenia,1990,..,,,,,,,
85+,Female,Slovenia,1995,..,,,,,,,
85+,Female,Slovenia,2000,17436,,,,,,,
85+,Female,Slovenia,2001,16841,,,,,,,
85+,Female,Slovenia,2002,16011,,,,,,,
85+,Female,Slovenia,2003,15275,,,,,,,
85+,Female,Slovenia,2004,15362,,,,,,,
85+,Female,Slovenia,2005,16318,,,,,,,
85+,Female,Slovenia,2006,17749,,,,,,,
85+,Female,Slovenia,2007,19550,,,,,,,
85+,Female,Slovenia,2008,21453,,,,,,,
85+,Female,Slovenia,2009,23330,,,,,,,
85+,Female,Slovenia,2010,25189,,,,,,,
85+,Female,Slovenia,2011,27027,,,,,,,
85+,Female,Slovenia,2012,28676,,,,,,,
85+,Female,Slovenia,2013,30229,,,,,,,
85+,Female,Slovenia,2014,31694,,,,,,,
85+,Female,Slovenia,2015,33243,,,,,,,
85+,Female,Slovenia,2016,34736,,,,,,,
85+,Female,Slovenia,2017,36068,,,,,,,
85+,Female,Slovenia,2018,37355,,,,,,,
85+,Female,Slovenia,2019,38425,,,,,,,
85+,Female,Slovenia,2020,38837,,,,,,,
85+,Female,Slovenia,2021,39132,,,,,,,
85+,Female,Slovenia,2022,39681,,,,,,,
85+,Female,Slovenia,2023,40294,,,,,,,
85+,Female,Spain,1980,..,,,,,,,
85+,Female,Spain,1990,..,,,,,,,
85+,Female,Spain,1995,..,,,,,,,
85+,Female,Spain,2000,470655,,,,,,,
85+,Female,Spain,2001,485351,,,,,,,
85+,Female,Spain,2002,499017,,,,,,,
85+,Female,Spain,2003,511386,,,,,,,
85+,Female,Spain,2004,524873,,,,,,,
85+,Female,Spain,2005,544531,,,,,,,
85+,Female,Spain,2006,572110,,,,,,,
85+,Female,Spain,2007,606228,,,,,,,
85+,Female,Spain,2008,641687,,,,,,,
85+,Female,Spain,2009,677303,,,,,,,
85+,Female,Spain,2010,715407,,,,,,,
85+,Female,Spain,2011,755029,,,,,,,
85+,Female,Spain,2012,788147,,,,,,,
85+,Female,Spain,2013,819806,,,,,,,
85+,Female,Spain,2014,855937,,,,,,,
85+,Female,Spain,2015,888966,,,,,,,
85+,Female,Spain,2016,921004,,,,,,,
85+,Female,Spain,2017,953352,,,,,,,
85+,Female,Spain,2018,984651,,,,,,,
85+,Female,Spain,2019,1014816,,,,,,,
85+,Female,Spain,2020,1032106,,,,,,,
85+,Female,Spain,2021,1047358,,,,,,,
85+,Female,Spain,2022,1060827,,,,,,,
85+,Female,Spain,2023,1059285,,,,,,,
85+,Female,Sweden,1980,..,,,,,,,
85+,Female,Sweden,1990,..,,,,,,,
85+,Female,Sweden,1995,..,,,,,,,
85+,Female,Sweden,2000,140956,,,,,,,
85+,Female,Sweden,2001,142728,,,,,,,
85+,Female,Sweden,2002,144011,,,,,,,
85+,Female,Sweden,2003,145318,,,,,,,
85+,Female,Sweden,2004,147115,,,,,,,
85+,Female,Sweden,2005,151665,,,,,,,
85+,Female,Sweden,2006,157714,,,,,,,
85+,Female,Sweden,2007,161199,,,,,,,
85+,Female,Sweden,2008,163043,,,,,,,
85+,Female,Sweden,2009,165003,,,,,,,
85+,Female,Sweden,2010,166821,,,,,,,
85+,Female,Sweden,2011,167982,,,,,,,
85+,Female,Sweden,2012,168071,,,,,,,
85+,Female,Sweden,2013,168088,,,,,,,
85+,Female,Sweden,2014,168563,,,,,,,
85+,Female,Sweden,2015,169057,,,,,,,
85+,Female,Sweden,2016,169429,,,,,,,
85+,Female,Sweden,2017,169241,,,,,,,
85+,Female,Sweden,2018,168579,,,,,,,
85+,Female,Sweden,2019,168537,,,,,,,
85+,Female,Sweden,2020,168353,,,,,,,
85+,Female,Sweden,2021,169093,,,,,,,
85+,Female,Sweden,2022,171497,,,,,,,
85+,Female,Sweden,2023,174511,,,,,,,
85+,Female,Switzerland,1980,41507,,,,,,,
85+,Female,Switzerland,1990,73152,,,,,,,
85+,Female,Switzerland,1995,90249,,,,,,,
85+,Female,Switzerland,2000,100711,,,,,,,
85+,Female,Switzerland,2001,102123,,,,,,,
85+,Female,Switzerland,2002,103803,,,,,,,
85+,Female,Switzerland,2003,103538,,,,,,,
85+,Female,Switzerland,2004,103919,,,,,,,
85+,Female,Switzerland,2005,106338,,,,,,,
85+,Female,Switzerland,2006,110627,,,,,,,
85+,Female,Switzerland,2007,114979,,,,,,,
85+,Female,Switzerland,2008,118817,,,,,,,
85+,Female,Switzerland,2009,122638,,,,,,,
85+,Female,Switzerland,2010,123809,,,,,,,
85+,Female,Switzerland,2011,125056,,,,,,,
85+,Female,Switzerland,2012,128297,,,,,,,
85+,Female,Switzerland,2013,130943,,,,,,,
85+,Female,Switzerland,2014,134074,,,,,,,
85+,Female,Switzerland,2015,137215,,,,,,,
85+,Female,Switzerland,2016,140226,,,,,,,
85+,Female,Switzerland,2017,143220,,,,,,,
85+,Female,Switzerland,2018,145996,,,,,,,
85+,Female,Switzerland,2019,148886,,,,,,,
85+,Female,Switzerland,2020,150691,,,,,,,
85+,Female,Switzerland,2021,152374,,,,,,,
85+,Female,Switzerland,2022,154281,,,,,,,
85+,Female,Switzerland,2023,156140,,,,,,,
85+,Female,Tajikistan,1980,..,,,,,,,
85+,Female,Tajikistan,1990,..,,,,,,,
85+,Female,Tajikistan,1995,..,,,,,,,
85+,Female,Tajikistan,2000,..,,,,,,,
85+,Female,Tajikistan,2001,..,,,,,,,
85+,Female,Tajikistan,2002,..,,,,,,,
85+,Female,Tajikistan,2003,..,,,,,,,
85+,Female,Tajikistan,2004,..,,,,,,,
85+,Female,Tajikistan,2005,..,,,,,,,
85+,Female,Tajikistan,2006,..,,,,,,,
85+,Female,Tajikistan,2007,..,,,,,,,
85+,Female,Tajikistan,2008,..,,,,,,,
85+,Female,Tajikistan,2009,..,,,,,,,
85+,Female,Tajikistan,2010,..,,,,,,,
85+,Female,Tajikistan,2011,..,,,,,,,
85+,Female,Tajikistan,2012,..,,,,,,,
85+,Female,Tajikistan,2013,..,,,,,,,
85+,Female,Tajikistan,2014,..,,,,,,,
85+,Female,Tajikistan,2015,..,,,,,,,
85+,Female,Tajikistan,2016,..,,,,,,,
85+,Female,Tajikistan,2017,..,,,,,,,
85+,Female,Tajikistan,2018,..,,,,,,,
85+,Female,Tajikistan,2019,..,,,,,,,
85+,Female,Tajikistan,2020,..,,,,,,,
85+,Female,Tajikistan,2021,..,,,,,,,
85+,Female,Tajikistan,2022,..,,,,,,,
85+,Female,Tajikistan,2023,..,,,,,,,
85+,Female,Turkiye,1980,..,,,,,,,
85+,Female,Turkiye,1990,..,,,,,,,
85+,Female,Turkiye,1995,..,,,,,,,
85+,Female,Turkiye,2000,..,,,,,,,
85+,Female,Turkiye,2001,..,,,,,,,
85+,Female,Turkiye,2002,..,,,,,,,
85+,Female,Turkiye,2003,..,,,,,,,
85+,Female,Turkiye,2004,..,,,,,,,
85+,Female,Turkiye,2005,..,,,,,,,
85+,Female,Turkiye,2006,..,,,,,,,
85+,Female,Turkiye,2007,..,,,,,,,
85+,Female,Turkiye,2008,177120,,,,,,,
85+,Female,Turkiye,2009,175840,,,,,,,
85+,Female,Turkiye,2010,203632,,,,,,,
85+,Female,Turkiye,2011,232939,,,,,,,
85+,Female,Turkiye,2012,263475,,,,,,,
85+,Female,Turkiye,2013,289644,,,,,,,
85+,Female,Turkiye,2014,313680,,,,,,,
85+,Female,Turkiye,2015,340127,,,,,,,
85+,Female,Turkiye,2016,363520,,,,,,,
85+,Female,Turkiye,2017,329647,,,,,,,
85+,Female,Turkiye,2018,358942,,,,,,,
85+,Female,Turkiye,2019,370014,,,,,,,
85+,Female,Turkiye,2020,438715,,,,,,,
85+,Female,Turkiye,2021,..,,,,,,,
85+,Female,Turkiye,2022,..,,,,,,,
85+,Female,Turkiye,2023,447359,,,,,,,
85+,Female,Turkmenistan,1980,..,,,,,,,
85+,Female,Turkmenistan,1990,..,,,,,,,
85+,Female,Turkmenistan,1995,..,,,,,,,
85+,Female,Turkmenistan,2000,..,,,,,,,
85+,Female,Turkmenistan,2001,..,,,,,,,
85+,Female,Turkmenistan,2002,..,,,,,,,
85+,Female,Turkmenistan,2003,..,,,,,,,
85+,Female,Turkmenistan,2004,..,,,,,,,
85+,Female,Turkmenistan,2005,..,,,,,,,
85+,Female,Turkmenistan,2006,..,,,,,,,
85+,Female,Turkmenistan,2007,..,,,,,,,
85+,Female,Turkmenistan,2008,..,,,,,,,
85+,Female,Turkmenistan,2009,..,,,,,,,
85+,Female,Turkmenistan,2010,..,,,,,,,
85+,Female,Turkmenistan,2011,..,,,,,,,
85+,Female,Turkmenistan,2012,..,,,,,,,
85+,Female,Turkmenistan,2013,..,,,,,,,
85+,Female,Turkmenistan,2014,..,,,,,,,
85+,Female,Turkmenistan,2015,..,,,,,,,
85+,Female,Turkmenistan,2016,..,,,,,,,
85+,Female,Turkmenistan,2017,..,,,,,,,
85+,Female,Turkmenistan,2018,..,,,,,,,
85+,Female,Turkmenistan,2019,..,,,,,,,
85+,Female,Turkmenistan,2020,..,,,,,,,
85+,Female,Turkmenistan,2021,..,,,,,,,
85+,Female,Turkmenistan,2022,..,,,,,,,
85+,Female,Turkmenistan,2023,..,,,,,,,
85+,Female,Ukraine,1980,..,,,,,,,
85+,Female,Ukraine,1990,..,,,,,,,
85+,Female,Ukraine,1995,..,,,,,,,
85+,Female,Ukraine,2000,..,,,,,,,
85+,Female,Ukraine,2001,..,,,,,,,
85+,Female,Ukraine,2002,..,,,,,,,
85+,Female,Ukraine,2003,..,,,,,,,
85+,Female,Ukraine,2004,..,,,,,,,
85+,Female,Ukraine,2005,..,,,,,,,
85+,Female,Ukraine,2006,..,,,,,,,
85+,Female,Ukraine,2007,..,,,,,,,
85+,Female,Ukraine,2008,..,,,,,,,
85+,Female,Ukraine,2009,..,,,,,,,
85+,Female,Ukraine,2010,..,,,,,,,
85+,Female,Ukraine,2011,..,,,,,,,
85+,Female,Ukraine,2012,..,,,,,,,
85+,Female,Ukraine,2013,..,,,,,,,
85+,Female,Ukraine,2014,..,,,,,,,
85+,Female,Ukraine,2015,..,,,,,,,
85+,Female,Ukraine,2016,..,,,,,,,
85+,Female,Ukraine,2017,..,,,,,,,
85+,Female,Ukraine,2018,..,,,,,,,
85+,Female,Ukraine,2019,..,,,,,,,
85+,Female,Ukraine,2020,..,,,,,,,
85+,Female,Ukraine,2021,..,,,,,,,
85+,Female,Ukraine,2022,..,,,,,,,
85+,Female,Ukraine,2023,..,,,,,,,
85+,Female,United Kingdom,1980,447901,,,,,,,
85+,Female,United Kingdom,1990,639898,,,,,,,
85+,Female,United Kingdom,1995,746935,,,,,,,
85+,Female,United Kingdom,2000,811463,,,,,,,
85+,Female,United Kingdom,2001,554699,,,,,,,
85+,Female,United Kingdom,2002,806204,,,,,,,
85+,Female,United Kingdom,2003,793249,,,,,,,
85+,Female,United Kingdom,2004,795114,,,,,,,
85+,Female,United Kingdom,2005,820941,,,,,,,
85+,Female,United Kingdom,2006,855593,,,,,,,
85+,Female,United Kingdom,2007,883594,,,,,,,
85+,Female,United Kingdom,2008,902827,,,,,,,
85+,Female,United Kingdom,2009,918387,,,,,,,
85+,Female,United Kingdom,2010,934303,,,,,,,
85+,Female,United Kingdom,2011,772750,,,,,,,
85+,Female,United Kingdom,2012,960818,,,,,,,
85+,Female,United Kingdom,2013,971914,,,,,,,
85+,Female,United Kingdom,2014,985524,,,,,,,
85+,Female,United Kingdom,2015,998134,,,,,,,
85+,Female,United Kingdom,2016,1010224,,,,,,,
85+,Female,United Kingdom,2017,1020319,,,,,,,
85+,Female,United Kingdom,2018,1027085,,,,,,,
85+,Female,United Kingdom,2019,..,,,,,,,
85+,Female,United Kingdom,2020,..,,,,,,,
85+,Female,United Kingdom,2021,..,,,,,,,
85+,Female,United Kingdom,2022,..,,,,,,,
85+,Female,United Kingdom,2023,..,,,,,,,
85+,Female,United States,1980,..,,,,,,,
85+,Female,United States,1990,..,,,,,,,
85+,Female,United States,1995,..,,,,,,,
85+,Female,United States,2000,..,,,,,,,
85+,Female,United States,2001,..,,,,,,,
85+,Female,United States,2002,..,,,,,,,
85+,Female,United States,2003,..,,,,,,,
85+,Female,United States,2004,..,,,,,,,
85+,Female,United States,2005,..,,,,,,,
85+,Female,United States,2006,..,,,,,,,
85+,Female,United States,2007,..,,,,,,,
85+,Female,United States,2008,..,,,,,,,
85+,Female,United States,2009,..,,,,,,,
85+,Female,United States,2010,..,,,,,,,
85+,Female,United States,2011,..,,,,,,,
85+,Female,United States,2012,..,,,,,,,
85+,Female,United States,2013,..,,,,,,,
85+,Female,United States,2014,..,,,,,,,
85+,Female,United States,2015,..,,,,,,,
85+,Female,United States,2016,..,,,,,,,
85+,Female,United States,2017,..,,,,,,,
85+,Female,United States,2018,..,,,,,,,
85+,Female,United States,2019,..,,,,,,,
85+,Female,United States,2020,..,,,,,,,
85+,Female,United States,2021,..,,,,,,,
85+,Female,United States,2022,..,,,,,,,
85+,Female,United States,2023,..,,,,,,,
85+,Female,Uzbekistan,1980,..,,,,,,,
85+,Female,Uzbekistan,1990,..,,,,,,,
85+,Female,Uzbekistan,1995,50148,,,,,,,
85+,Female,Uzbekistan,2000,50309,,,,,,,
85+,Female,Uzbekistan,2001,50036,,,,,,,
85+,Female,Uzbekistan,2002,50423,,,,,,,
85+,Female,Uzbekistan,2003,50959,,,,,,,
85+,Female,Uzbekistan,2004,53433,,,,,,,
85+,Female,Uzbekistan,2005,54301,,,,,,,
85+,Female,Uzbekistan,2006,55404,,,,,,,
85+,Female,Uzbekistan,2007,60517,,,,,,,
85+,Female,Uzbekistan,2008,63346,,,,,,,
85+,Female,Uzbekistan,2009,67011,,,,,,,
85+,Female,Uzbekistan,2010,70675,,,,,,,
85+,Female,Uzbekistan,2011,71810,,,,,,,
85+,Female,Uzbekistan,2012,75138,,,,,,,
85+,Female,Uzbekistan,2013,76463,,,,,,,
85+,Female,Uzbekistan,2014,80153,,,,,,,
85+,Female,Uzbekistan,2015,83022,,,,,,,
85+,Female,Uzbekistan,2016,83195,,,,,,,
85+,Female,Uzbekistan,2017,85643,,,,,,,
85+,Female,Uzbekistan,2018,88509,,,,,,,
85+,Female,Uzbekistan,2019,90316,,,,,,,
85+,Female,Uzbekistan,2020,44855,,,,,,,
85+,Female,Uzbekistan,2021,46394,,,,,,,
85+,Female,Uzbekistan,2022,..,,,,,,,
85+,Female,Uzbekistan,2023,..,,,,,,,
85+,Male,Albania,1980,..,,,,,,,
85+,Male,Albania,1990,..,,,,,,,
85+,Male,Albania,1995,..,,,,,,,
85+,Male,Albania,2000,..,,,,,,,
85+,Male,Albania,2001,4565,,,,,,,
85+,Male,Albania,2002,4490,,,,,,,
85+,Male,Albania,2003,4534,,,,,,,
85+,Male,Albania,2004,4615,,,,,,,
85+,Male,Albania,2005,5161,,,,,,,
85+,Male,Albania,2006,5786,,,,,,,
85+,Male,Albania,2007,6093,,,,,,,
85+,Male,Albania,2008,6456,,,,,,,
85+,Male,Albania,2009,6628,,,,,,,
85+,Male,Albania,2010,6845,,,,,,,
85+,Male,Albania,2011,7162,,,,,,,
85+,Male,Albania,2012,7506,,,,,,,
85+,Male,Albania,2013,7913,,,,,,,
85+,Male,Albania,2014,8528,,,,,,,
85+,Male,Albania,2015,8941,,,,,,,
85+,Male,Albania,2016,9066,,,,,,,
85+,Male,Albania,2017,9657,,,,,,,
85+,Male,Albania,2018,10560,,,,,,,
85+,Male,Albania,2019,11763,,,,,,,
85+,Male,Albania,2020,..,,,,,,,
85+,Male,Albania,2021,..,,,,,,,
85+,Male,Albania,2022,..,,,,,,,
85+,Male,Albania,2023,..,,,,,,,
85+,Male,Andorra,1980,..,,,,,,,
85+,Male,Andorra,1990,..,,,,,,,
85+,Male,Andorra,1995,..,,,,,,,
85+,Male,Andorra,2000,..,,,,,,,
85+,Male,Andorra,2001,..,,,,,,,
85+,Male,Andorra,2002,..,,,,,,,
85+,Male,Andorra,2003,..,,,,,,,
85+,Male,Andorra,2004,..,,,,,,,
85+,Male,Andorra,2005,..,,,,,,,
85+,Male,Andorra,2006,..,,,,,,,
85+,Male,Andorra,2007,..,,,,,,,
85+,Male,Andorra,2008,..,,,,,,,
85+,Male,Andorra,2009,..,,,,,,,
85+,Male,Andorra,2010,365,,,,,,,
85+,Male,Andorra,2011,376,,,,,,,
85+,Male,Andorra,2012,405,,,,,,,
85+,Male,Andorra,2013,439,,,,,,,
85+,Male,Andorra,2014,463,,,,,,,
85+,Male,Andorra,2015,489,,,,,,,
85+,Male,Andorra,2016,516,,,,,,,
85+,Male,Andorra,2017,505,,,,,,,
85+,Male,Andorra,2018,520,,,,,,,
85+,Male,Andorra,2019,534,,,,,,,
85+,Male,Andorra,2020,537,,,,,,,
85+,Male,Andorra,2021,564,,,,,,,
85+,Male,Andorra,2022,..,,,,,,,
85+,Male,Andorra,2023,..,,,,,,,
85+,Male,Armenia,1980,..,,,,,,,
85+,Male,Armenia,1990,..,,,,,,,
85+,Male,Armenia,1995,..,,,,,,,
85+,Male,Armenia,2000,5677,,,,,,,
85+,Male,Armenia,2001,..,,,,,,,
85+,Male,Armenia,2002,..,,,,,,,
85+,Male,Armenia,2003,..,,,,,,,
85+,Male,Armenia,2004,..,,,,,,,
85+,Male,Armenia,2005,..,,,,,,,
